"job_id","input_path","array","field","value","label","quote_text"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","Party A","Party A reiterated in a telephone call to a representative of BofA Merrill Lynch that its previous indication of interest with an all-cash purchase price of $18.00 to $19.00 per share was its best and final offer"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","Party B","On September 18, 2013, Party B also submitted a revised indication of interest with a purchase price that Party B valued at $21.50 per share"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","Party C","Party C did not submit a revised indication of interest or reiterate its prior indication of interest of an all-cash purchase price of $16.00 to $17.00 per share"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","CSC/Pamplona","CSC/Pamplona were willing to increase their all-cash purchase price to $21.25 per share as a last and best offer"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","CSC/Pamplona","the all-cash per share purchase price of $21.25, we refer to as the CSC/Pamplona final proposal"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","CSC/Pamplona","Representatives from Goodwin Procter reviewed the terms of the CSC/Pamplona final proposal with the Special Committee, including the $21.25 per share cash consideration"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","drop_agency","bidder","Party C","Party C did not submit a revised indication of interest or reiterate its prior indication of interest of an all-cash purchase price of $16.00 to $17.00 per share nor did it specify any reasons in connection therewith"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","drop_agency","target","Moab","As a result of such discussions, it was determined that Moab would not rollover any Moab shares in the transaction"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","drop_reason","no_response","Party C","Party C did not submit a revised indication of interest or reiterate its prior indication of interest of an all-cash purchase price of $16.00 to $17.00 per share nor did it specify any reasons in connection therewith"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","drop_reason","other","Moab","As a result of such discussions, it was determined that Moab would not rollover any Moab shares in the transaction"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","bidder","CSC/Pamplona","On September 18, 2013, CSC/Pamplona submitted a proposal for an all-cash purchase price of $20.75 per share, reiterating that Pamplona was committed to provide 100% of the capital required to consummate the transaction and requesting that CSC/Pamplona and Mac-Gray agree to engage in exclusive negotiations for two weeks"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","bidder","Party A","Also on September 18, 2013, Party A reiterated in a telephone call to a representative of BofA Merrill Lynch that its previous indication of interest with an all-cash purchase price of $18.00 to $19.00 per share was its best and final offer"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","bidder","Party B","On September 18, 2013, Party B also submitted a revised indication of interest with a purchase price that Party B valued at $21.50 per share"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","target","Special Committee","The Special Committee then authorized the Transaction Committee to inform CSC/Pamplona that the Special Committee would be prepared to move into exclusivity at a price of $21.25 per share"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","target","Transaction Committee","On September 21, 2013, the members of the Transaction Committee called the representative of CSC/Pamplona to propose that Mac-Gray was prepared to move forward with CSC/Pamplona on an exclusive basis for two weeks subject to CSC/Pamplona increasing their all-cash purchase price to $21.25 per share"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","bidder","CSC/Pamplona","Later that same day, the representative of CSC/Pamplona called the members of the Transaction Committee to confirm that CSC/Pamplona were willing to increase their all-cash purchase price to $21.25 per share as a last and best offer, provided that Mac-Gray agree to a two week period of exclusive negotiations"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","mutual_or_process","CSC/Pamplona","Between September 21, 2013 and September 23, 2013, the parties negotiated the terms of the exclusivity agreement, including an expiration date of October 12, 2013"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","target","Special Committee","After discussion, the Special Committee authorized Mac-Gray to enter into an exclusivity agreement providing for exclusive negotiations until 5 p.m. ET on October 12, 2013 on the terms included in the CSC/Pamplona final proposal"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","mutual_or_process","CSC, Pamplona and Mac-Gray","On September 24, 2013, CSC, Pamplona and Mac-Gray executed the exclusivity agreement providing for exclusive negotiations until 5 p.m. ET on October 12, 2013"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","bidder","Kirkland","Also on October 7, 2013, Kirkland delivered to Goodwin Procter a revised draft of the merger agreement which, among other things, proposed a $15 million Mac-Gray termination fee"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","target","Special Committee","After discussion, the Special Committee authorized the Transaction Committee to negotiate the open issues within certain parameters and in connection therewith to extend exclusivity to October 15, 2013"
"stage2__mac-gray__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_tender_source_perspective.json","event_claims","initiation_side","bidder","CSC/Pamplona","CSC/Pamplona had requested an extension of exclusivity until the end of the day on October 15, 2013"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","f","J.P. Morgan Securities LLC","J.P. Morgan Securities LLC (“J.P. Morgan”) and Evercore Group L.L.C. (“Evercore”), financial advisors to Medivation"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","f","Evercore Group L.L.C.","J.P. Morgan Securities LLC (“J.P. Morgan”) and Evercore Group L.L.C. (“Evercore”), financial advisors to Medivation"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Pfizer","representatives of Pfizer"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Sanofi","Sanofi"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","f","Centerview Partners LLC","Centerview Partners LLC (“Centerview”), a financial advisor to Pfizer"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","f","Guggenheim Securities, LLC","Guggenheim Securities, LLC (“Guggenheim”), a financial advisor to Pfizer"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","formal","Sanofi","a letter dated April 13, 2016 from the Chief Executive Officer of Sanofi, setting forth a non-binding proposal to acquire Medivation for $52.50 per share"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","formal","Pfizer","On August 8, 2016, Pfizer submitted a non-binding preliminary proposal to Medivation (the “August 8 Proposal”), subject to, among other conditions, satisfactory completion of Pfizer’s due diligence, to acquire Medivation for cash consideration of $65.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","formal","Pfizer","On August 19, 2016, Pfizer submitted a revised written proposal to acquire Medivation for cash consideration of $77.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Sanofi","a letter dated April 13, 2016 from the Chief Executive Officer of Sanofi, setting forth a non-binding proposal to acquire Medivation for $52.50 per share"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Pfizer","On August 8, 2016, Pfizer submitted a non-binding preliminary proposal to Medivation (the “August 8 Proposal”), subject to, among other conditions, satisfactory completion of Pfizer’s due diligence, to acquire Medivation for cash consideration of $65.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Pfizer","On August 19, 2016, Pfizer submitted a revised written proposal to acquire Medivation for cash consideration of $77.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Pfizer","Pfizer communicated a “best and final” proposal to acquire Medivation for cash consideration of $81.50 per Share on August 20, 2016."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","bidder","Sanofi","On April 15, 2016, Dr. David Hung, President and CEO of Medivation, received a letter dated April 13, 2016 from the Chief Executive Officer of Sanofi, setting forth a non-binding proposal to acquire Medivation for $52.50 per share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","bidder","Pfizer","Mr. Giordano expressed Pfizer’s interest in a possible transaction when, and if, Medivation decided to pursue such a transaction."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Pfizer","On June 29, 2016, Pfizer executed a confidentiality and standstill agreement with Medivation, and Medivation invited Pfizer to participate in a potential sale process."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Pfizer","On July 7, 2016, representatives of Pfizer were granted access to a limited virtual data room containing certain non-public information regarding Medivation’s business and operations, and Pfizer continued its due diligence review of Medivation’s documentation."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Pfizer","On July 19, 2016, representatives of J.P. Morgan and Evercore sent a letter to representatives of Pfizer requesting that Pfizer submit a written, non-binding preliminary proposal for an acquisition of Medivation on August 8, 2016."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","bidder","Pfizer","On August 8, 2016, Pfizer submitted a non-binding preliminary proposal to Medivation (the “August 8 Proposal”), subject to, among other conditions, satisfactory completion of Pfizer’s due diligence, to acquire Medivation for cash consideration of $65.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Pfizer","On August 10, 2016, Medivation notified Pfizer that it was inviting Pfizer to a subsequent round of the potential sale process, together with several other interested parties."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Pfizer","On August 14, 2016, representatives of J.P. Morgan and Evercore sent a letter to Pfizer, requesting that Pfizer provide to Medivation a mark-up of the Merger Agreement on August 18, 2016 and a definitive proposal to acquire Medivation on August 19, 2016."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","bidder","Pfizer","On August 19, 2016, Pfizer submitted a revised written proposal to acquire Medivation for cash consideration of $77.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Pfizer","Mr. Giordano spoke with representatives of J.P. Morgan and Evercore, who informed Mr. Giordano that Pfizer should submit its “best and final” offer on Saturday, August 20, 2016."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","bidder","Pfizer","Pfizer communicated a “best and final” proposal to acquire Medivation for cash consideration of $81.50 per Share on August 20, 2016."
"job_id","input_path","array","field","value","label","quote_text"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part2.json","actor_claims","actor_class","f","financial advisors","after consultation with financial advisors and outside legal counsel"
"job_id","input_path","array","field","value","label","quote_text"
"job_id","input_path","array","field","value","label","quote_text"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","actor_claims","actor_class","f","J.P. Morgan Securities LLC","J.P. Morgan Securities LLC (“J.P. Morgan”) and Evercore Group L.L.C. (“Evercore”), financial advisors to Medivation"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","actor_claims","actor_class","f","Evercore Group L.L.C.","J.P. Morgan Securities LLC (“J.P. Morgan”) and Evercore Group L.L.C. (“Evercore”), financial advisors to Medivation"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","actor_claims","actor_class","s","Pfizer","Pfizer, Purchaser and Medivation each executed the Merger Agreement"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","actor_claims","actor_class","s","Purchaser","Pfizer, Purchaser and Medivation each executed the Merger Agreement"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","bid_formality","formal","Sanofi","a letter dated April 13, 2016 from the Chief Executive Officer of Sanofi, setting forth a non-binding proposal to acquire Medivation for $52.50 per share"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","bid_formality","formal","Pfizer","On August 8, 2016, Pfizer submitted a non-binding preliminary proposal to Medivation (the “August 8 Proposal”), subject to, among other conditions, satisfactory completion of Pfizer’s due diligence, to acquire Medivation for cash consideration of $65.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","bid_formality","formal","Pfizer","On August 19, 2016, Pfizer submitted a revised written proposal to acquire Medivation for cash consideration of $77.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Sanofi","a letter dated April 13, 2016 from the Chief Executive Officer of Sanofi, setting forth a non-binding proposal to acquire Medivation for $52.50 per share"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Pfizer","On August 8, 2016, Pfizer submitted a non-binding preliminary proposal to Medivation (the “August 8 Proposal”), subject to, among other conditions, satisfactory completion of Pfizer’s due diligence, to acquire Medivation for cash consideration of $65.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Pfizer","On August 19, 2016, Pfizer submitted a revised written proposal to acquire Medivation for cash consideration of $77.00 per Share."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Pfizer","Pfizer communicated a “best and final” proposal to acquire Medivation for cash consideration of $81.50 per Share on August 20, 2016."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part1.json","event_claims","initiation_side","target","Medivation","On June 29, 2016, Pfizer executed a confidentiality and standstill agreement with Medivation, and Medivation invited Pfizer to participate in a potential sale process."
"job_id","input_path","array","field","value","label","quote_text"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part2.json","actor_claims","actor_class","f","financial advisors","the opinion of financial advisors"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part3__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_sale_process_part3.json","actor_claims","actor_class","f","financial advisors","after consultation with financial advisors and outside legal counsel"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","bid_formality","formal","Montreal, Inc.","All Outstanding Shares of Common Stock

**of**

**Medivation, Inc.**

**at**

**$81.50 Net Per Share**

**by**

**Montreal, Inc.**"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","bid_formality","formal","Montreal, Inc.","Price Offered Per Share $81.50 per Share, net to the seller in cash, without interest, subject to any required withholding of taxes (which we refer to as the “Offer Price”)."
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","Montreal, Inc.","All Outstanding Shares of Common Stock

**of**

**Medivation, Inc.**

**at**

**$81.50 Net Per Share**

**by**

**Montreal, Inc.**"
"stage2__medivation__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_tender_source_perspective__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_tender_source_perspective.json","bid_claims","proposal_scope","whole_company","Montreal, Inc.","Price Offered Per Share $81.50 per Share, net to the seller in cash, without interest, subject to any required withholding of taxes (which we refer to as the “Offer Price”)."
"job_id","input_path","array","field","value","label","quote_text"
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Ingredion","Ingredion"
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Party A","Party A"
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Party B","Party B"
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Party C","Party C"
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Party D","Party D"
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","actor_claims","actor_class","s","Party F","Party F"
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","informal","Ingredion","Mr. Fortnum suggested that a price of $17.00 per share on a fully diluted basis could likely get support from Ingredion’s board."
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","formal","Ingredion","On August 10, 2014, Penford received a letter from Mr. Fortnum, confirming Ingredion’s interest in a possible business combination between Ingredion and the Company, citing certain strategic reasons for the proposed acquisition, and providing an indicative valuation of $18.00 per share in cash for all of the outstanding capital stock of Penford on a fully diluted basis."
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","informal","Ingredion","Mr. Fortnum indicated during the conversation that Ingredion could potentially increase its proposal from $18.00 to $18.25 or $18.50 per share on a fully diluted basis."
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","formal","Ingredion","On October 2, 2014, Penford received a letter from Ingredion regarding its indication of interest and increasing the proposed price to $19.00 per share of outstanding Penford capital stock on a fully diluted basis."
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","bid_formality","formal","Party A","Later on October 14, 2014, Party A provided a formal letter with its indication of interest with respect to an acquisition of the Company at a price of $16.00 per share, citing increased volatility in the markets as the reason for the decrease in the offer price."
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Ingredion","Mr. Fortnum suggested that a price of $17.00 per share on a fully diluted basis could likely get support from Ingredion’s board."
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Ingredion","On August 10, 2014, Penford received a letter from Mr. Fortnum, confirming Ingredion’s interest in a possible business combination between Ingredion and the Company, citing certain strategic reasons for the proposed acquisition, and providing an indicative valuation of $18.00 per share in cash for all of the outstanding capital stock of Penford on a fully diluted basis."
"stage2__penford__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/penford/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Ingredion","Mr. Fortnum indicated during the conversation that Ingredion could potentially increase its proposal from $18.00 to $18.25 or $18.50 per share on a fully diluted basis."
